remaining_hours,created_hours_ago,distance_km,travel_hours,slack_hours,feasibility_ratio,perishability_risk,ideal_window,service_value,estimated_meals,quantity_confidence,demand_pressure,nearby_density,type_density,ngo_success_rate,ngo_open_load,ngo_performance,ngo_verified,donor_reliability,target_priority,pickup_success_probability
6.09,1.54,13.48,0.59,4.64,6.48,0.35,8.0,0.55,21.61,0.77,0.887,4,2,0.73,0.204,0.432,0.0,0.853,48.4,0.473
4.4,1.46,13.08,0.61,3.24,4.58,1.0,2.0,0.95,128.51,0.6,0.309,3,5,0.543,0.221,0.96,1.0,0.398,53.3,0.472
1.49,4.23,9.99,0.51,0.43,1.73,0.58,6.0,0.88,93.62,0.67,0.082,1,2,0.806,0.577,0.6,1.0,0.808,63.0,0.591
2.51,2.1,9.07,0.36,1.87,3.54,1.0,2.0,0.95,135.08,0.6,0.651,13,12,0.57,0.332,0.459,1.0,0.843,65.4,0.584
3.62,2.78,15.11,0.77,2.18,3.23,0.58,6.0,0.88,101.18,0.86,0.851,18,5,0.639,0.499,0.486,1.0,0.377,57.4,0.505
5.49,0.97,5.43,0.23,4.61,9.47,1.0,2.0,0.95,158.27,0.74,0.165,6,1,0.52,0.817,0.633,1.0,0.631,50.7,0.46
7.29,2.65,4.18,0.17,6.36,14.02,0.35,8.0,0.55,153.57,0.99,0.472,3,2,0.662,0.809,0.518,0.0,0.435,38.0,0.272
2.21,7.79,11.71,0.5,0.92,2.6,0.35,8.0,0.55,37.77,0.85,0.659,15,6,0.771,0.25,0.763,0.0,0.651,63.2,0.457
5.11,2.53,15.53,0.68,3.35,4.96,0.58,6.0,0.88,153.99,0.81,0.289,15,11,0.744,0.299,0.768,1.0,0.719,57.0,0.534
2.31,0.5,17.1,0.64,1.17,2.33,0.82,4.0,1.0,74.36,0.63,0.827,11,1,0.649,0.399,0.8,0.0,0.6,73.4,0.49
0.4,2.28,12.75,0.63,-0.75,0.41,0.58,6.0,0.88,24.08,0.96,0.439,11,6,0.709,0.043,0.894,1.0,0.771,58.5,0.437
8.49,1.59,8.44,0.41,7.41,11.17,0.35,8.0,0.55,150.19,0.78,0.462,5,10,0.669,0.212,0.856,0.0,0.741,41.4,0.354
9.29,7.74,1.73,0.07,8.56,22.12,0.35,8.0,0.55,124.61,0.79,0.639,4,12,0.943,0.336,0.46,1.0,0.359,48.0,0.462
2.95,2.38,15.54,0.62,1.43,3.04,0.82,4.0,1.0,2.34,0.74,0.848,2,12,0.687,0.432,0.543,1.0,0.828,49.0,0.466
7.45,2.51,6.47,0.28,6.28,11.83,0.35,8.0,0.55,29.38,0.59,0.184,4,4,0.556,0.059,0.957,0.0,0.848,42.1,0.386
3.13,1.11,12.72,0.49,2.0,3.73,1.0,2.0,0.95,54.92,0.95,0.215,14,1,0.463,0.161,0.935,1.0,0.518,63.5,0.593
4.59,1.28,11.88,0.58,3.12,4.94,1.0,2.0,0.95,70.18,0.94,0.33,18,8,0.716,0.887,0.938,0.0,0.823,46.1,0.422
4.23,2.83,2.79,0.13,3.16,8.81,0.35,8.0,0.55,53.1,0.79,0.272,6,6,0.504,0.466,0.467,0.0,0.729,50.4,0.408
1.71,0.12,11.82,0.57,0.63,1.86,0.82,4.0,1.0,99.27,0.86,0.472,3,4,0.717,0.2,0.779,1.0,0.392,65.6,0.57
4.81,4.74,9.66,0.38,3.71,6.59,0.35,8.0,0.55,139.07,0.95,0.782,15,7,0.544,0.426,0.729,0.0,0.795,54.3,0.479
10.77,1.9,0.31,0.01,10.42,29.92,0.35,8.0,0.55,108.23,0.73,0.165,9,4,0.523,0.421,0.818,0.0,0.653,48.3,0.37
1.45,2.34,14.57,0.63,0.55,1.48,0.58,6.0,0.88,98.58,0.81,0.592,1,10,0.499,0.931,0.433,1.0,0.505,54.6,0.495
3.79,1.9,10.83,0.59,2.34,4.03,1.0,2.0,0.95,103.0,0.67,0.769,8,5,0.45,0.212,0.421,0.0,0.635,57.8,0.514
5.01,2.06,8.31,0.32,3.93,7.48,1.0,2.0,0.95,10.49,0.67,0.102,12,9,0.951,0.765,0.692,0.0,0.769,44.2,0.334
7.82,5.21,11.3,0.43,6.62,10.03,0.35,8.0,0.55,137.27,0.89,0.326,5,6,0.71,0.594,0.822,0.0,0.356,42.4,0.296
3.29,3.38,16.71,0.84,2.06,2.76,0.58,6.0,0.88,40.47,0.95,0.115,7,9,0.861,0.892,0.769,0.0,0.436,41.3,0.272
4.19,0.47,15.72,0.79,3.07,3.68,0.58,6.0,0.88,89.34,0.7,0.181,15,9,0.738,0.247,0.597,0.0,0.956,56.0,0.536
3.03,2.07,14.22,0.59,1.94,3.22,0.58,6.0,0.88,95.54,0.7,0.239,10,8,0.502,0.925,0.721,0.0,0.417,46.4,0.325
5.3,1.63,17.82,0.81,4.02,4.57,1.0,2.0,0.95,72.42,0.97,0.099,7,6,0.663,0.303,0.448,0.0,0.647,46.8,0.382
0.93,4.36,5.72,0.28,-0.23,1.48,0.82,4.0,1.0,147.16,0.64,0.145,8,12,0.588,0.912,0.743,1.0,0.791,52.2,0.485
0.65,1.96,15.72,0.7,-0.76,0.62,1.0,2.0,0.95,68.13,0.85,0.951,11,10,0.875,0.628,0.45,0.0,0.674,60.9,0.281
5.18,7.36,10.58,0.47,4.41,6.32,0.35,8.0,0.55,179.46,0.99,0.876,9,8,0.962,0.525,0.486,1.0,0.616,48.3,0.482
6.31,0.39,9.58,0.53,5.52,7.17,0.58,6.0,0.88,60.21,0.57,0.827,1,11,0.714,0.775,0.44,0.0,0.79,50.3,0.335
5.15,0.23,5.42,0.22,4.66,9.04,0.35,8.0,0.55,92.06,0.73,0.232,10,11,0.667,0.283,0.488,1.0,0.377,46.1,0.484
1.02,2.43,10.33,0.51,-0.37,1.19,0.82,4.0,1.0,133.91,0.88,0.353,8,1,0.49,0.507,0.548,1.0,0.389,54.0,0.455
4.77,0.83,8.24,0.4,3.39,6.36,0.58,6.0,0.88,6.46,0.64,0.219,15,6,0.899,0.405,0.517,0.0,0.81,48.8,0.379
4.65,8.13,3.28,0.14,3.68,9.49,0.35,8.0,0.55,179.44,0.58,0.313,17,11,0.644,0.602,0.448,0.0,0.722,47.3,0.398
0.65,0.46,11.51,0.57,-0.66,0.71,1.0,2.0,0.95,21.7,0.76,0.735,5,2,0.68,0.973,0.691,0.0,0.577,46.4,0.229
5.18,0.88,12.14,0.49,4.0,6.17,1.0,2.0,0.95,108.56,0.66,0.855,15,10,0.527,0.541,0.626,0.0,0.739,56.0,0.442
5.13,3.27,13.59,0.51,4.21,5.97,0.58,6.0,0.88,89.71,0.65,0.138,11,12,0.723,0.169,0.429,1.0,0.853,48.5,0.512
5.36,0.25,9.83,0.35,4.6,7.66,1.0,2.0,0.95,95.46,0.9,0.608,9,6,0.615,0.828,0.425,1.0,0.93,49.1,0.462
1.02,1.44,12.64,0.52,-0.5,1.17,0.82,4.0,1.0,36.23,0.96,0.312,7,12,0.773,0.174,0.974,0.0,0.865,53.3,0.439
7.04,0.39,9.73,0.38,6.07,9.64,0.58,6.0,0.88,179.91,0.62,0.936,7,7,0.76,0.372,0.828,0.0,0.642,53.2,0.381
2.41,0.97,7.64,0.28,1.38,3.83,0.82,4.0,1.0,14.71,0.68,0.688,10,7,0.501,0.277,0.585,0.0,0.85,62.6,0.447
11.17,6.34,1.61,0.06,10.85,27.24,0.35,8.0,0.55,72.49,0.68,0.612,4,3,0.916,0.926,0.95,0.0,0.587,35.9,0.345
5.81,1.73,9.78,0.51,4.68,6.76,0.82,4.0,1.0,85.08,0.73,0.323,5,4,0.698,0.715,0.583,1.0,0.926,57.5,0.558
4.57,2.33,3.55,0.14,3.52,9.33,0.58,6.0,0.88,150.69,0.86,0.347,1,2,0.544,0.167,0.403,0.0,0.846,58.4,0.518
5.97,1.88,11.34,0.53,4.76,6.78,0.58,6.0,0.88,164.35,0.62,0.13,6,2,0.849,0.371,0.46,0.0,0.791,50.0,0.412
2.35,1.77,10.82,0.43,1.48,3.01,1.0,2.0,0.95,72.44,0.59,0.307,2,1,0.741,0.098,0.792,0.0,0.911,72.8,0.608
0.48,4.74,2.81,0.15,-0.55,0.96,0.35,8.0,0.55,48.65,0.88,0.93,9,10,0.804,0.332,0.481,1.0,0.766,58.2,0.492
10.28,5.03,6.81,0.37,9.32,14.28,0.35,8.0,0.55,53.44,0.86,0.36,18,8,0.464,0.892,0.602,1.0,0.383,33.4,0.341
3.07,4.21,17.89,0.68,1.31,2.98,0.58,6.0,0.88,80.95,0.99,0.366,1,5,0.611,0.388,0.851,1.0,0.756,54.9,0.599
3.21,1.4,7.27,0.28,2.14,5.1,1.0,2.0,0.95,136.77,0.64,0.239,1,9,0.943,0.98,0.452,0.0,0.43,48.8,0.385
2.32,0.95,14.08,0.6,1.32,2.44,1.0,2.0,0.95,167.85,0.7,0.683,1,6,0.818,0.564,0.824,0.0,0.442,71.0,0.426
8.91,3.56,17.59,0.88,7.24,7.24,0.35,8.0,0.55,28.34,0.73,0.094,17,8,0.788,0.092,0.805,1.0,0.967,40.0,0.533
3.97,4.4,15.7,0.82,2.79,3.39,0.82,4.0,1.0,9.02,0.77,0.346,6,9,0.762,0.232,0.643,0.0,0.377,46.9,0.458
0.81,0.14,5.69,0.24,-0.41,1.37,0.82,4.0,1.0,30.33,0.79,0.872,6,1,0.722,0.641,0.606,0.0,0.636,59.2,0.37
0.89,3.14,7.32,0.36,-0.42,1.25,0.35,8.0,0.55,171.45,0.59,0.706,13,10,0.478,0.608,0.486,1.0,0.503,48.7,0.396
8.77,5.21,8.56,0.36,7.94,12.35,0.35,8.0,0.55,154.42,0.79,0.207,6,9,0.671,0.97,0.706,1.0,0.443,34.7,0.414
4.13,3.84,2.87,0.11,3.0,8.98,0.35,8.0,0.55,138.32,0.76,0.547,10,2,0.883,0.949,0.805,1.0,0.666,53.7,0.481
1.71,1.18,8.82,0.36,0.96,2.41,1.0,2.0,0.95,145.15,0.79,0.894,5,12,0.607,0.902,0.607,0.0,0.744,64.8,0.438
3.24,1.7,15.09,0.58,1.57,3.48,0.82,4.0,1.0,26.39,0.77,0.802,12,6,0.903,0.906,0.553,1.0,0.732,50.0,0.421
7.42,2.64,10.7,0.5,6.54,8.73,0.82,4.0,1.0,98.4,0.94,0.275,12,11,0.582,0.327,0.697,1.0,0.833,54.2,0.563
5.13,2.49,7.65,0.4,4.39,6.84,0.82,4.0,1.0,52.67,0.71,0.128,14,10,0.697,0.328,0.639,1.0,0.414,57.3,0.532
8.28,0.87,15.4,0.62,6.89,8.54,0.58,6.0,0.88,126.51,0.78,0.153,8,11,0.978,0.882,0.727,1.0,0.934,39.1,0.462
7.85,0.33,0.87,0.04,7.51,20.13,0.58,6.0,0.88,152.45,0.83,0.059,14,1,0.553,0.965,0.947,1.0,0.5,48.2,0.481
1.27,6.35,5.76,0.25,0.37,2.12,0.35,8.0,0.55,177.62,0.64,0.831,9,9,0.659,0.925,0.544,1.0,0.395,58.0,0.477
6.17,0.3,15.56,0.78,5.1,5.46,0.35,8.0,0.55,147.31,0.68,0.157,5,7,0.785,0.431,0.425,1.0,0.682,45.7,0.524
7.25,7.91,4.92,0.18,6.48,13.68,0.35,8.0,0.55,5.6,0.98,0.884,10,3,0.45,0.033,0.436,0.0,0.906,49.4,0.419
3.34,0.07,7.19,0.39,2.6,4.51,0.82,4.0,1.0,111.47,0.55,0.414,18,9,0.704,0.005,0.824,0.0,0.717,66.1,0.494
7.15,3.25,15.22,0.75,5.91,6.5,0.82,4.0,1.0,73.36,0.7,0.653,9,1,0.823,0.592,0.57,0.0,0.756,59.7,0.407
1.21,2.11,11.25,0.43,-0.14,1.55,1.0,2.0,0.95,6.62,0.92,0.906,8,6,0.751,0.152,0.644,0.0,0.932,50.2,0.486
5.27,2.09,2.24,0.1,4.2,11.71,0.82,4.0,1.0,87.51,0.69,0.657,14,3,0.512,0.7,0.821,1.0,0.778,64.4,0.586
4.74,0.57,11.53,0.47,3.43,5.78,0.58,6.0,0.88,76.99,0.88,0.519,11,7,0.743,0.171,0.889,1.0,0.687,58.0,0.624
6.47,6.21,5.91,0.32,5.83,9.66,0.58,6.0,0.88,54.58,0.94,0.063,10,11,0.459,0.094,0.968,0.0,0.638,49.0,0.393
4.12,1.88,1.4,0.07,3.06,9.81,0.82,4.0,1.0,93.82,0.82,0.363,2,2,0.673,0.097,0.45,1.0,0.868,64.5,0.59
2.67,0.65,6.5,0.29,1.61,4.17,0.82,4.0,1.0,29.65,0.92,0.419,11,11,0.8,0.96,0.402,0.0,0.811,51.3,0.387
5.03,2.31,14.72,0.6,3.5,5.29,0.82,4.0,1.0,154.62,0.81,0.987,14,4,0.975,0.505,0.753,1.0,0.979,63.0,0.63
5.5,2.01,4.12,0.17,4.54,10.58,1.0,2.0,0.95,61.72,0.69,0.607,3,1,0.545,0.389,0.746,1.0,0.531,58.0,0.52
0.49,3.02,5.74,0.27,-0.48,0.79,0.35,8.0,0.55,155.45,0.62,0.665,9,1,0.75,0.446,0.849,1.0,0.919,59.2,0.541
7.41,0.68,8.95,0.46,6.56,9.15,0.82,4.0,1.0,64.79,1.0,0.933,13,9,0.916,0.466,0.722,0.0,0.379,55.3,0.436
1.93,1.3,2.84,0.11,1.38,4.2,1.0,2.0,0.95,176.03,0.78,0.756,7,5,0.64,0.485,0.53,0.0,0.762,73.6,0.503
8.53,5.27,9.81,0.51,7.23,9.92,0.58,6.0,0.88,152.1,0.77,0.552,15,4,0.925,0.884,0.945,0.0,0.581,45.0,0.317
0.98,0.43,8.33,0.44,-0.16,1.24,1.0,2.0,0.95,80.24,0.59,0.927,2,1,0.852,0.001,0.43,1.0,0.766,67.5,0.616
2.74,0.42,7.07,0.37,1.59,3.81,1.0,2.0,0.95,144.01,0.8,0.884,17,4,0.675,0.758,0.422,0.0,0.915,68.2,0.461
6.26,4.85,3.31,0.14,5.62,12.78,0.58,6.0,0.88,73.87,0.6,0.88,6,8,0.466,0.556,0.468,1.0,0.842,51.1,0.52
5.25,1.12,0.04,0.0,4.64,15.0,0.82,4.0,1.0,97.92,0.78,0.778,9,9,0.711,0.288,0.541,1.0,0.472,70.5,0.562
9.83,2.49,12.73,0.7,8.05,9.36,0.35,8.0,0.55,157.88,0.68,0.369,17,11,0.643,0.571,0.897,0.0,0.667,40.0,0.406
9.09,1.66,17.6,0.84,7.26,7.64,0.58,6.0,0.88,11.29,0.92,0.066,10,1,0.882,0.831,0.605,0.0,0.798,38.7,0.309
1.36,1.84,14.59,0.67,-0.08,1.33,1.0,2.0,0.95,159.35,0.84,0.915,6,6,0.82,0.687,0.894,0.0,0.618,57.2,0.355
1.14,6.12,11.72,0.44,0.3,1.44,0.58,6.0,0.88,124.33,0.75,0.102,3,4,0.678,0.651,0.525,0.0,0.481,61.7,0.441
9.62,2.5,17.46,0.71,8.38,9.08,0.35,8.0,0.55,167.51,0.98,0.189,14,11,0.814,0.003,0.899,1.0,0.862,43.5,0.485
10.71,3.58,5.2,0.21,9.6,19.13,0.35,8.0,0.55,164.52,0.57,0.515,8,11,0.646,0.573,0.49,0.0,0.922,39.3,0.379
1.42,3.38,7.74,0.31,0.12,2.15,0.58,6.0,0.88,63.8,0.61,0.997,4,11,0.537,0.913,0.605,1.0,0.52,54.6,0.488
3.97,4.67,5.5,0.22,3.21,6.96,0.58,6.0,0.88,66.58,0.69,0.11,9,4,0.585,0.336,0.691,1.0,0.769,59.3,0.559
0.76,0.71,10.28,0.5,-0.58,0.89,1.0,2.0,0.95,150.85,0.94,0.902,10,7,0.936,0.856,0.525,0.0,0.565,56.1,0.357
3.72,1.57,7.58,0.38,2.68,5.1,1.0,2.0,0.95,133.8,0.89,0.908,18,1,0.882,0.456,0.646,1.0,0.772,68.2,0.568
1.84,0.7,9.91,0.44,0.42,2.33,0.58,6.0,0.88,17.15,0.86,0.619,14,4,0.976,0.164,0.701,1.0,0.618,65.9,0.649
2.58,6.55,11.86,0.63,0.99,2.63,0.58,6.0,0.88,105.06,0.8,0.828,15,10,0.925,0.658,0.492,1.0,0.678,62.4,0.509
4.33,3.49,6.21,0.25,3.74,7.22,0.82,4.0,1.0,140.3,0.94,0.283,9,7,0.674,0.236,0.694,0.0,0.514,61.4,0.477
5.58,3.41,2.31,0.1,4.99,12.4,0.82,4.0,1.0,4.51,0.59,0.166,12,7,0.939,0.842,0.537,0.0,0.964,44.9,0.318
5.33,2.28,12.64,0.52,4.4,6.13,0.58,6.0,0.88,109.29,0.9,0.882,17,2,0.917,0.25,0.46,1.0,0.659,56.8,0.621
5.37,2.87,14.91,0.62,4.48,5.54,0.58,6.0,0.88,55.33,0.63,0.595,15,11,0.873,0.456,0.518,0.0,0.522,50.0,0.353
1.33,1.89,15.8,0.87,-0.27,1.09,1.0,2.0,0.95,14.95,0.55,0.44,4,8,0.57,0.702,0.785,1.0,0.427,41.6,0.381
2.56,2.15,1.06,0.04,1.58,6.56,1.0,2.0,0.95,175.01,0.69,0.375,9,6,0.593,0.612,0.674,0.0,0.666,69.7,0.538
2.08,5.09,17.64,0.79,0.71,1.82,0.35,8.0,0.55,97.23,0.97,0.584,16,11,0.617,0.106,0.721,0.0,0.825,51.5,0.526
0.66,6.02,7.15,0.34,-0.27,0.96,0.35,8.0,0.55,177.8,0.76,0.114,2,6,0.968,0.814,0.5,1.0,0.864,39.7,0.367
3.15,3.21,17.21,0.93,1.7,2.46,0.58,6.0,0.88,78.73,0.85,0.516,18,7,0.75,0.621,0.595,0.0,0.709,56.7,0.46
7.03,8.71,12.81,0.58,5.86,7.56,0.35,8.0,0.55,59.46,0.84,0.319,9,6,0.459,0.787,0.504,0.0,0.428,34.3,0.291
4.28,1.82,8.79,0.46,2.99,5.28,1.0,2.0,0.95,91.96,0.6,0.796,13,6,0.609,0.891,0.714,1.0,0.945,54.3,0.473
1.4,3.37,10.56,0.44,0.48,1.77,0.58,6.0,0.88,49.37,0.79,0.354,1,5,0.728,0.866,0.407,0.0,0.599,44.4,0.344
11.36,8.62,4.82,0.21,10.79,20.29,0.35,8.0,0.55,40.27,0.92,0.651,2,1,0.807,0.183,0.527,1.0,0.447,48.7,0.557
4.87,5.46,12.84,0.58,3.62,5.24,0.58,6.0,0.88,13.91,0.63,0.515,3,6,0.69,0.232,0.471,1.0,0.557,48.2,0.485
6.36,3.4,10.7,0.53,5.48,7.23,0.35,8.0,0.55,154.38,0.94,0.278,14,9,0.538,0.804,0.699,0.0,0.96,36.2,0.288
4.39,3.17,17.07,0.85,3.25,3.66,0.58,6.0,0.88,36.56,0.83,0.41,9,2,0.62,0.594,0.718,1.0,0.883,52.6,0.547
3.89,5.68,13.26,0.49,2.57,4.63,0.35,8.0,0.55,179.43,0.59,0.569,8,11,0.778,0.746,0.475,0.0,0.556,47.5,0.401
7.07,0.08,17.19,0.69,5.35,6.8,0.82,4.0,1.0,154.09,0.72,0.226,17,8,0.762,0.472,0.967,0.0,0.891,55.8,0.494
4.83,1.17,2.01,0.11,4.31,10.5,1.0,2.0,0.95,78.37,0.63,0.572,12,8,0.867,0.062,0.616,1.0,0.648,65.7,0.603
7.63,7.51,0.17,0.01,7.02,21.19,0.35,8.0,0.55,179.54,0.83,0.094,7,3,0.791,0.443,0.879,0.0,0.705,52.8,0.438
5.19,1.61,0.37,0.02,4.53,14.03,0.35,8.0,0.55,52.16,0.93,0.568,7,12,0.761,0.683,0.781,1.0,0.771,54.5,0.484
0.77,3.54,2.35,0.09,-0.29,1.75,0.58,6.0,0.88,50.83,0.85,0.703,8,1,0.5,0.131,0.734,0.0,0.884,59.9,0.462
2.34,3.83,17.62,0.72,1.19,2.19,0.82,4.0,1.0,76.62,0.62,0.5,3,11,0.762,0.109,0.811,0.0,0.812,68.5,0.499
7.03,0.8,9.29,0.36,5.96,9.9,0.82,4.0,1.0,3.83,0.56,0.15,3,8,0.896,0.662,0.956,1.0,0.433,36.4,0.401
5.71,3.64,4.94,0.2,4.75,10.38,0.35,8.0,0.55,13.36,0.72,0.286,17,3,0.971,0.97,0.436,0.0,0.973,39.5,0.284
8.33,3.55,15.97,0.74,6.95,7.64,0.35,8.0,0.55,89.58,0.99,0.768,6,4,0.806,0.209,0.797,1.0,0.744,44.1,0.532
6.14,6.0,14.38,0.8,4.89,5.34,0.58,6.0,0.88,5.4,0.72,0.789,2,12,0.978,0.102,0.801,1.0,0.851,46.6,0.492
0.72,0.37,14.86,0.69,-0.81,0.69,0.35,8.0,0.55,63.06,0.82,0.793,7,12,0.78,0.414,0.535,0.0,0.865,43.8,0.29
3.48,2.17,11.42,0.46,2.0,4.3,1.0,2.0,0.95,43.95,0.99,0.258,8,10,0.758,0.498,0.501,1.0,0.489,51.7,0.456
7.03,1.99,15.2,0.6,5.63,7.4,0.82,4.0,1.0,12.98,0.6,0.53,16,9,0.836,0.937,0.772,1.0,0.856,36.2,0.463
2.26,0.43,5.94,0.22,1.47,3.96,0.82,4.0,1.0,138.09,0.62,0.172,15,5,0.52,0.936,0.777,1.0,0.462,60.8,0.528
1.34,1.86,15.85,0.72,0.11,1.25,1.0,2.0,0.95,175.08,0.92,0.759,4,5,0.889,0.413,0.941,0.0,0.882,68.2,0.511
4.9,1.15,17.53,0.7,3.13,4.67,1.0,2.0,0.95,12.6,0.62,0.152,17,9,0.942,0.558,0.902,1.0,0.379,48.5,0.522
2.22,0.35,15.65,0.61,0.54,2.31,0.82,4.0,1.0,32.57,0.57,0.263,5,2,0.668,0.632,0.733,0.0,0.444,55.9,0.458
3.63,3.28,10.75,0.44,2.53,4.59,0.82,4.0,1.0,32.99,0.74,0.279,7,4,0.802,0.052,0.888,0.0,0.86,55.7,0.518
1.21,1.21,0.73,0.03,0.82,3.18,0.82,4.0,1.0,18.7,0.98,0.755,13,1,0.461,0.269,0.896,0.0,0.508,79.8,0.566
4.58,3.81,3.15,0.14,3.59,9.35,0.82,4.0,1.0,105.49,0.92,0.83,11,1,0.806,0.558,0.41,0.0,0.837,71.2,0.538
3.62,0.77,12.25,0.53,2.1,4.11,0.82,4.0,1.0,161.5,0.65,0.55,16,5,0.618,0.444,0.43,0.0,0.592,57.1,0.453
4.16,1.35,11.67,0.53,2.58,4.73,0.58,6.0,0.88,172.26,0.98,0.265,5,5,0.725,0.761,0.708,0.0,0.962,55.2,0.416
9.24,5.56,5.48,0.24,8.53,15.66,0.58,6.0,0.88,101.42,0.7,0.162,5,4,0.681,0.937,0.442,0.0,0.877,35.3,0.259
3.43,1.04,12.33,0.62,1.96,3.54,1.0,2.0,0.95,48.61,0.68,0.188,1,5,0.638,0.148,0.484,0.0,0.573,51.4,0.441
3.67,1.7,13.03,0.64,2.24,3.71,1.0,2.0,0.95,99.59,0.76,0.415,11,5,0.83,0.024,0.971,0.0,0.865,58.0,0.467
8.94,4.94,10.03,0.45,7.93,11.17,0.35,8.0,0.55,29.97,0.88,0.877,11,8,0.465,0.16,0.511,0.0,0.836,46.5,0.442
7.38,0.31,0.15,0.01,6.62,20.5,0.82,4.0,1.0,151.78,0.6,0.581,2,10,0.954,0.819,0.914,0.0,0.837,60.3,0.4
6.06,2.97,16.03,0.84,4.54,5.09,0.35,8.0,0.55,151.99,0.74,0.321,2,2,0.913,0.905,0.502,1.0,0.895,38.8,0.486
3.72,1.5,8.68,0.37,2.29,5.17,0.58,6.0,0.88,17.89,0.85,0.201,6,12,0.845,0.051,0.718,0.0,0.946,54.2,0.462
3.94,2.06,16.47,0.77,2.7,3.52,1.0,2.0,0.95,110.59,0.65,0.302,5,5,0.939,0.392,0.434,1.0,0.464,53.7,0.492
6.76,3.69,0.41,0.02,6.24,18.27,0.82,4.0,1.0,141.21,0.59,0.088,3,7,0.79,0.604,0.822,1.0,0.639,56.2,0.55
1.18,0.28,17.26,0.63,0.12,1.2,1.0,2.0,0.95,64.01,0.78,0.822,12,5,0.896,0.205,0.849,1.0,0.529,70.1,0.672
4.21,2.07,4.51,0.23,3.27,7.26,1.0,2.0,0.95,93.51,0.71,0.675,15,12,0.912,0.567,0.909,0.0,0.555,62.9,0.5
4.05,1.47,6.03,0.26,3.07,6.64,1.0,2.0,0.95,87.97,0.8,0.666,4,9,0.851,0.424,0.82,0.0,0.594,63.6,0.435
1.94,2.1,5.26,0.27,1.35,3.13,0.35,8.0,0.55,179.91,0.85,0.239,11,10,0.571,0.593,0.909,1.0,0.807,66.6,0.565
2.8,4.19,4.25,0.22,1.86,4.91,0.58,6.0,0.88,80.96,0.55,0.775,13,12,0.912,0.139,0.721,1.0,0.41,60.2,0.621
3.07,3.14,17.38,0.71,1.29,2.9,0.58,6.0,0.88,109.02,0.93,0.972,13,11,0.908,0.521,0.689,1.0,0.487,57.9,0.553
7.85,5.12,5.77,0.22,6.94,13.77,0.58,6.0,0.88,56.62,0.85,0.707,12,3,0.638,0.724,0.911,0.0,0.9,54.3,0.458
4.67,1.51,3.88,0.14,4.11,9.53,0.82,4.0,1.0,39.75,0.93,0.113,17,6,0.801,0.977,0.444,1.0,0.498,51.7,0.402
7.0,2.79,2.32,0.09,5.86,15.91,0.82,4.0,1.0,139.76,0.95,0.149,12,8,0.546,0.65,0.575,1.0,0.93,61.8,0.596
4.57,1.28,16.61,0.61,3.49,4.76,1.0,2.0,0.95,73.39,0.86,0.165,1,9,0.511,0.018,0.573,1.0,0.921,52.4,0.604
1.66,8.52,13.68,0.5,0.09,1.95,0.35,8.0,0.55,9.39,0.79,0.36,3,1,0.906,0.751,0.712,0.0,0.893,50.6,0.392
2.14,1.08,1.09,0.05,1.38,5.35,1.0,2.0,0.95,173.39,0.58,0.645,4,4,0.849,0.088,0.842,1.0,0.753,84.3,0.764
1.21,0.58,7.54,0.35,0.24,1.73,0.35,8.0,0.55,170.74,0.75,0.194,16,10,0.728,0.065,0.604,1.0,0.799,62.7,0.611
2.38,1.42,6.11,0.29,1.0,3.72,1.0,2.0,0.95,107.36,0.92,0.364,9,3,0.701,0.314,0.434,0.0,0.414,70.1,0.45
6.72,3.01,16.28,0.79,5.02,5.89,0.82,4.0,1.0,137.95,0.72,0.26,1,4,0.453,0.308,0.604,0.0,0.896,46.5,0.461
2.58,3.81,11.14,0.48,1.04,3.11,0.82,4.0,1.0,93.18,0.96,0.744,8,2,0.496,0.592,0.515,1.0,0.662,65.6,0.618
2.86,4.36,16.68,0.87,1.23,2.34,0.58,6.0,0.88,13.89,0.89,0.413,5,11,0.509,0.543,0.739,0.0,0.92,49.0,0.36
0.45,3.33,16.05,0.65,-0.47,0.45,0.82,4.0,1.0,113.06,0.6,0.344,12,10,0.615,0.152,0.544,0.0,0.419,53.2,0.343
10.09,7.93,1.54,0.06,9.21,24.61,0.35,8.0,0.55,161.3,0.87,0.238,1,12,0.525,0.415,0.536,0.0,0.789,43.8,0.393
2.13,0.86,15.83,0.66,0.61,2.11,0.82,4.0,1.0,59.54,0.7,0.341,7,5,0.572,0.377,0.696,1.0,0.711,59.4,0.513
2.37,0.93,15.47,0.7,0.93,2.26,1.0,2.0,0.95,5.52,0.56,0.652,2,4,0.719,0.481,0.772,1.0,0.857,62.1,0.566
1.56,0.44,2.35,0.12,0.96,3.32,1.0,2.0,0.95,173.2,0.66,0.07,9,8,0.498,0.172,0.477,0.0,0.568,75.0,0.509
2.96,0.69,10.25,0.54,1.81,3.33,0.58,6.0,0.88,22.89,0.88,0.125,17,5,0.528,0.92,0.864,0.0,0.957,44.2,0.324
5.83,2.81,13.4,0.6,4.67,6.14,0.82,4.0,1.0,151.34,0.76,0.186,13,11,0.769,0.355,0.607,0.0,0.898,53.8,0.461
0.43,1.89,5.58,0.23,-0.23,0.74,1.0,2.0,0.95,164.88,0.68,0.615,17,11,0.815,0.047,0.892,1.0,0.838,72.9,0.634
